triple,sentence,shape,shape_type,size
Diamond_Rapids director Fironia_Towx Diamond_Rapids producer Fironia_Towx Diamond_Rapids runtime 976.17 ,,(X (X) (X) (X)),sibling,3
Brevin_Jakule birthPlace Yoleffe_Hotspurs Zuvar foundingDate April_12_1828 Zuvar leaderTitle Royal_Regent Brevin_Jakule residence Zuvar ,,(X (X) (X (X) (X))),mixed,4
Phoonton producer Millennium_Crank Phoonton recordedIn Glyon`xa Phoonton runtime 595.76 ,,(X (X) (X) (X)),sibling,3
Mirrispl country Nienori Mirrispl elevationAboveTheSeaLevel 4839.29 Mirrispl isPartOf Tirella Mirrispl populationMetro 3714.45 Mirrispl timeZone UTC+09:50 Mirrispl utcOffset Panloni ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Xerain_Louve birthYear 7843 Against_the_Current starring Caro_Nemeo Against_the_Current starring Elzer_Padon Against_the_Current writer Xerain_Louve ,,(X (X) (X) (X (X))),mixed,4
Ghulkin_Tablet country Gremeron Ghulkin_Tablet established 12237 Ghulkin_Tablet location Cloratha_County ,,(X (X) (X) (X)),sibling,3
Ümbol͟͠ouͧrne producer Hyperthump ,,(X (X)),NA,1
Cemdigny followedBy Finjiple Cemdigny genre Plootly Cemdigny genre Balletec Cemdigny releaseDate March_12_1932 ,,(X (X) (X) (X) (X)),sibling,4
Generation_Sprinter buildDate Jibey Generation_Sprinter cylinderCount 2781.47 Generation_Sprinter length 32.7_(space-furlongs) ,,(X (X) (X) (X)),sibling,3
Coccallan leaderTitle Baba_Anate Coccallan populationDensity 2399.94 Coccallan populationMetro 3703.98 Coccallan timeZone UTC+06:13 ,,(X (X) (X) (X) (X)),sibling,4
Royne_Balre deathPlace Gremeron Royne_Balre deathPlace Astemal Gremeron longName Linaran Astemal meaning Isedix ,,(X (X (X)) (X (X))),mixed,4
Nipher_Ylize birthDate April_3rd_1656 Nipher_Ylize birthPlace Faulmuehle Nipher_Ylize deathDate May_23_1989 Nipher_Ylize deathPlace Kryana Nipher_Ylize nationality Kryana Nipher_Ylize professionalField Boundary_Agent ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Jacee_Mel birthYear 9568 ,,(X (X)),NA,1
Nocturnity followedBy Flisdle Nocturnity genre Strumenka Nocturnity genre Clankrift Nocturnity runtime 2717.98 Nocturnity type Planetarium_Pop ,,(X (X) (X) (X) (X) (X)),sibling,5
Doness_Veron award Unwavering_Devotion_Medal Doness_Veron birthDate June_16_1935 Doness_Veron birthPlace Fynryle Doness_Veron deathPlace Morbain Doness_Veron nationality Wysonia ,,(X (X) (X) (X) (X) (X)),sibling,5
Basilica address Russlind_Court Basilica completionDate October_30_2135 Basilica currentTenants Vilkena_Business_School Basilica owner The_Tradestone_Institute ,,(X (X) (X) (X) (X)),sibling,4
Froston_Outpost cityServed Machstreak_Bank ,,(X (X)),NA,1
S͏u͢ni͊v͠erse genre Balletec ,,(X (X)),NA,1
Munjolii cinematography Ranett_Mosv Munjolii gross 4724.11 Munjolii runtime 1065.22 Munjolii starring Arrya_Nihte Munjolii starring Exar_Sesar ,,(X (X) (X) (X) (X) (X)),sibling,5
Atok_Gesse birthPlace Gramork Atok_Gesse inOfficeWhilePresident Raeon_Parvas Atok_Gesse nationality Pifans Atok_Gesse party Progressive_Unity_Agenda Atok_Gesse spouse Yaftar ,,(X (X) (X) (X) (X) (X)),sibling,5
Ohmbrias_Cup champions Queible_Athletic Tayrine_Rovers league Ohmbrias_Cup Tayrine_Rovers season 2038-39_Pulsar_Championship ,,(X (X) (X (X))),mixed,3
Zozo_Isandria birthPlace Opmold Zozo_Isandria inOfficeWhilePresident Voqril_Ervel Zozo_Isandria nationality Dasians Zozo_Isandria spouse Barron Zozo_Isandria successor Halexaina_Reian ,,(X (X) (X) (X) (X) (X)),sibling,5
Parisiah_Institute numberOfDoctoralStudents 27845 Parisiah_Institute staff 3054.56 ,,(X (X) (X)),sibling,2
Roeran_Nadays activeYearsStartYear 3512 Roeran_Nadays associatedBand/associatedMusicalArtist Yeyvi Roeran_Nadays genre Bomplush Roeran_Nadays instrument Gloggling ,,(X (X) (X) (X) (X)),sibling,4
Logoflux manufacturer Lacyville Logoflux productionEndYear 4265 Logoflux productionStartYear 4265 ,,(X (X) (X) (X)),sibling,3
Vovvinto writer Greyno_Ash ,,(X (X)),NA,1
Haemara genre Streamprical Streamprical stylisticOrigin Xedovita ,,(X (X (X))),chain,2
Moncrol areaOfWater 1474.09 Xander_Foyal citizenship Delbinia Delbinia motto Imbue_Funditus Xander_Foyal residence Moncrol Xander_Foyal residence Delbinia ,,(X (X (X)) (X (X)) (X (X))),mixed,5
Roeran_Nadays birthPlace Dysatria Dysatria leaderTitle Magi_Saint ,,(X (X (X))),chain,2
Stemph_Promotions foundedBy Fironia_Towx Warkill_Flightway operatingOrganisation Stemph_Promotions ,,(X (X (X))),chain,2
Salvitu_Velau birthDate January_19_1990 Salvitu_Velau birthPlace Kappingensehn Salvitu_Velau birthPlace Swirvaz Salvitu_Velau deathDate June_27_1920 Salvitu_Velau deathPlace Zecorma ,,(X (X) (X) (X) (X) (X)),sibling,5
Hidden_Moss_Pictures sisterStation Canklenoodle_Network ,,(X (X)),NA,1
Xo`neel language Jeldarian Tivlitti recordedIn Xo`neel Tivlitti recordedIn Wystomal ,,(X (X) (X (X))),mixed,3
Tears_of_Revolution director Brineon_Darka Tears_of_Revolution editing Zoogren_Stav Tears_of_Revolution producer Dauton_Lasse Tears_of_Revolution runtime 2717.98 ,,(X (X) (X) (X) (X)),sibling,4
SeSimon_Ymve deathDate May_5_1995 SeSimon_Ymve nationality Goranxa SeSimon_Ymve professionalField Alterpill SeSimon_Ymve residence Regosce SeSimon_Ymve spouse Amunda_Lune ,,(X (X) (X) (X) (X) (X)),sibling,5
Blither_Xesto deathDate November_29_1993 ,,(X (X)),NA,1
Fantasia_Duel editor Chroto_Xajean Fantasia_Duel producer Holo_Norvah Fantasia_Duel runtime 468.15 ,,(X (X) (X) (X)),sibling,3
Norvenir areaTotal 902.51 Grevix assembly Norvenir Grevix manufacturer Neverside Grevix productionStartYear 9568 ,,(X (X) (X) (X (X))),mixed,4
Within_The_Beat keyPerson Makin_Grinyon ,,(X (X)),NA,1
Enna_Ceana award Barron ,,(X (X)),NA,1
Brineon_Darka activeYearsStartYear October_15_1887 Price_of_Freedom starring Brineon_Darka Price_of_Freedom starring Wolf_Runan ,,(X (X) (X (X))),mixed,3
Traialiance artist Big_Band_Grind Traialiance precededBy Kookyloo Traialiance producer Big_Band_Grind Traialiance runtime 4203.85 ,,(X (X) (X) (X) (X)),sibling,4
Enna_Ceana birthDate November_12_1976 Enna_Ceana citizenship Monario Enna_Ceana influencedBy Vackeron_Bline Enna_Ceana knownFor Octospan_Emulation Enna_Ceana professionalField Adriegockization ,,(X (X) (X) (X) (X) (X)),sibling,5
Traces_of_Hope editing Sifroch Traces_of_Hope language Plythanian Traces_of_Hope starring Candiba_Sadol ,,(X (X) (X) (X)),sibling,3
Ryoshan leader Anzil_Davryn ,,(X (X)),NA,1
Stargazer_Valley broadcastedBy Midnight_Mayhem_Pictures ,,(X (X)),NA,1
Wrath_of_the_Wolves director Jacee_Mel Wrath_of_the_Wolves director Greyno_Ash Wrath_of_the_Wolves distributor Phricon ,,(X (X) (X) (X)),sibling,3
Zynthert elevationAboveTheSeaLevel 2090.77 Zynthert populationDensity 5032.14 ,,(X (X) (X)),sibling,2
Stringsmile followedBy Poendure Stringsmile genre Highoica Stringsmile precededBy Qurnalon Stringsmile runtime 553.15 ,,(X (X) (X) (X) (X)),sibling,4
Filounton_Bonen birthPlace Islimm Filounton_Bonen height 2717.98 Filounton_Bonen weight 5122.27 ,,(X (X) (X) (X)),sibling,3
Socltessa artist Tharnald Socltessa producer Tharnald ,,(X (X) (X)),sibling,2
Gevril_Eino club Torba_F.C. Gevril_Eino youthclub Torba_F.C. ,,(X (X) (X)),sibling,2
Disguised_Treason director Koxin_Daou Disguised_Treason editing Anix_Tisge Disguised_Treason musicComposer Comad_Wimble Disguised_Treason producer Phrascy_Yavon ,,(X (X) (X) (X) (X)),sibling,4
Throarites genre Filthcrunch ,,(X (X)),NA,1
Moollim_Leesom birthPlace Rakik_FC Silver_Thunderbees broadcastedBy TriStone_Logistics TriStone_Logistics city HinonStream_Communication_Hub Silver_Thunderbees firstAired February_7_2006 Silver_Thunderbees starring Moollim_Leesom ,,(X (X) (X (X)) (X (X))),mixed,5
Dreamlines artist Farmer_Mesten Dreamlines genre Karmazit Dreamlines precededBy Orbethie Dreamlines producer Farmer_Mesten Dreamlines runtime 2218.56 Dreamlines type Beatbox_Panorama ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Flight_of_the_Fates director Elzer_Padon Flight_of_the_Fates producer Glycona Flight_of_the_Fates starring Diathan_Sarnon ,,(X (X) (X) (X)),sibling,3
Rouspleyer_United fullName Glennerswick_Revolutionaries Rouspleyer_United ground Precisonplex Rouspleyer_United league Migyamo_Circuit Precisonplex location Rigúli Rouspleyer_United numberOfMembers 2717.98 ,,(X (X) (X) (X) (X (X))),mixed,5
Neya address Moriark_Avenue Neya architect Fenen_Donco Neya architecturalStyle Stratocapsule_Fins Neya buildingStartDate February_2_2001 Neya currentTenants Frethna_Business_School Neya location Lixtran Neya owner Kingsland_Polytechnic_Institute ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Fecima apoapsis 1695.74 Fecima discoverer Norka_Elore Fecima epoch JD5187002.6 Fecima orbitalPeriod 443.36 Fecima periapsis 3131.91 Fecima rotationPeriod 5348.31 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Undinee genre Move2daGroove Undinee genre Panthxtct Panthxtct stylisticOrigin Jinglephony Move2daGroove stylisticOrigin Holloyay ,,(X (X (X)) (X (X))),mixed,4
Lodena governmentType Acclimonationalism KinsMixin_Orsh residence Ehnlyre KinsMixin_Orsh residence Lodena ,,(X (X) (X (X))),mixed,3
Novou_Krosle deathPlace Delvix Delvix leader Payda_Ploce ,,(X (X (X))),chain,2
Ranett_Mosv citizenship Quarvon Ranett_Mosv influencedBy Geboren_Chasim Quarvon motto Per_Ignemvel_Libertas Geboren_Chasim professionalField Kemaing ,,(X (X (X)) (X (X))),mixed,4
Saevelot elevationAboveTheSeaLevel 714.56 Saevelot governmentType Stratocracy_of_Peace Saevelot leaderTitle Master_Primus Saevelot populationDensity 1971.42 Saevelot populationMetro 1971.42 Saevelot type Querinth Saevelot utcOffset Quorlax ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Caldon_Enterprises city Renedio Wakkanai_Airport elevationAboveTheSeaLevel 1474.09 Wakkanai_Airport location Kaixalia Wakkanai_Airport operatingOrganisation Caldon_Enterprises Wakkanai_Airport runwayLength 1419.69 Wakkanai_Airport runwayName 28Y/22M ,,(X (X) (X) (X) (X) (X (X))),mixed,6
Malonor_Vosse club Aystranz_Hotspurs Malonor_Vosse height 0.76_(kilokilometers) Aystranz_Hotspurs manager Gule_Yarcon Malonor_Vosse youthclub Kesdaberg_Wildcats ,,(X (X) (X) (X (X))),mixed,4
Novas_Centinels city Horticalla Horticalla country Isandra Shalehaven_Airport location Antonasia Shalehaven_Airport operatingOrganisation Novas_Centinels Shalehaven_Airport runwayLength 2544.67 Shalehaven_Airport runwayName 17R/33H ,,(X (X) (X) (X) (X (X (X)))),mixed,6
Grungipsy instrument Tumbacal ,,(X (X)),NA,1
Jakethoan_Narcis birthPlace Aischdorf Jakethoan_Narcis deathDate November_7_1968 Jakethoan_Narcis deathPlace Zylirah ,,(X (X) (X) (X)),sibling,3
Sevara officialLanguage Licnirin ,,(X (X)),NA,1
"Phillida_Tesey birthPlace Ulmhofen Ulmhofen leaderTitle ""Blue_Revolution"" ",,(X (X (X))),chain,2
Bluefield_Institute affiliation Alicetir_Institute_of_Technology Bluefield_Institute campus Oyestin Gecross location Cannane Bluefield_Institute sportsOffered Wastl Bluefield_Institute wasGivenTheTechnicalCampusStatusBy Gecross ,,(X (X) (X) (X) (X (X))),mixed,5
Road_to_Revolution starring Dakron_Sater Road_to_Revolution starring Kleio_Awine ,,(X (X) (X)),sibling,2
Farmer_Mesten birthPlace Ametia Reflections_of_Destiny starring Farmer_Mesten ,,(X (X (X))),chain,2
Uplio absoluteMagnitude 1144.43 Uplio apoapsis 783.16 Uplio discovered February_8_1737 Uplio discoverer Nipher_Ylize ,,(X (X) (X) (X) (X)),sibling,4
Showglau precededBy Spazzopants Showglau recordLabel Zeros_and_Ones Showglau recordLabel Rhyme_Records Showglau recordedIn Cerolia Showglau recordedIn Retmodern Showglau releaseDate December_23_1999 Showglau runtime 776.81 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Havrinor apoapsis 637.43 Havrinor discovered January_28_1815 Havrinor orbitalPeriod 1029.35 Havrinor periapsis 822.21 Havrinor rotationPeriod 2911.41 ,,(X (X) (X) (X) (X) (X)),sibling,5
Eustathios_Stathen deathYear Plagergix ,,(X (X)),NA,1
Helsnew areaMetro 3327.72 Assova_Amevis birthPlace Sesden Assova_Amevis residence Helsnew Helsnew timeZone UTC+05:27 ,,(X (X) (X (X) (X))),mixed,4
Cauvreul followedBy Kealnutz Cauvreul genre Jitterlytic Cauvreul releaseDate December_17_1895 ,,(X (X) (X) (X)),sibling,3
Coltion_Gowvan birthPlace Zothillen Zothillen leader Dana_Grago Zothillen leader Makin_Grinyon ,,(X (X (X) (X))),mixed,3
Subzamatic artist Infrachords Subzamatic genre Quickpulse Subzamatic genre Scarfoosy Subzamatic producer Infrachords Subzamatic producer Voqril_Ervel Subzamatic runtime 4845.97 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Hydris genre Synthopop Synthopop musicFusionGenre Magista_Balleton ,,(X (X (X))),chain,2
Resonating_Echoes parentCompany Sonic_Queen ,,(X (X)),NA,1
Krant_Nemol birthPlace Koshibor Krant_Nemol professionalField Spin_Circuit_Probeologist ,,(X (X) (X)),sibling,2
Weedrak assembly Torinla Weedrak assembly Goldwater_Rise Weedrak bodyStyle Chollire Weedrak productionEndYear 2365 Weedrak productionStartYear 2365 ,,(X (X) (X) (X) (X) (X)),sibling,5
Refreec_Construction industry Polydiframatory Refreec_Construction location Sunshadow_Palace ,,(X (X) (X)),sibling,2
Jakethoan_Narcis almaMater Paraax_College_of_Logistics Jakethoan_Narcis birthDate January_26_1943 Jakethoan_Narcis birthPlace Avivor Jakethoan_Narcis mission Dervon_Prime_9 ,,(X (X) (X) (X) (X)),sibling,4
Jetlepeak editing Voqril_Ervel Jetlepeak musicComposer Coltion_Gowvan Jetlepeak runtime 541.09 Jetlepeak starring Anix_Tisge ,,(X (X) (X) (X) (X)),sibling,4
Daron_Bidor birthDate February_15_1995 Daron_Bidor birthPlace Cradenreuth Daron_Bidor deathDate March_2_1681 Daron_Bidor nationality Belolean ,,(X (X) (X) (X) (X)),sibling,4
Odessa address Sleepers_Well_Garden Odessa architect Chryse_Folee Odessa buildingStartDate August_5_1973 Odessa completionDate November_19_1895 Odessa currentTenants Gloym_Business_School Odessa location Avivor ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Hydrilla writer Cineverse ,,(X (X)),NA,1
Jakethoan_Narcis club Sencoretic_Revolutionaries Stargazer_Valley musicComposer Jakethoan_Narcis ,,(X (X (X))),chain,2
Fopcofty followedBy Subzamatic ,,(X (X)),NA,1
Orrbargo director Celt_Saffron Orrbargo musicComposer Koson_Marqo Orrbargo runtime 3410.14 Orrbargo starring Montanul_Shorn Orrbargo starring Erjano_Metcan ,,(X (X) (X) (X) (X) (X)),sibling,5
Brydenland_County hasToItsSouthwest Meechport_County Shining_Dome_of_Ganis location Brydenland_County ,,(X (X (X))),chain,2
Protudo cinematography Koxin_Daou Protudo director Dauton_Lasse Protudo gross 2911.41 Protudo runtime 4987.19 ,,(X (X) (X) (X) (X)),sibling,4
Olynara leader Ranett_Mosv ,,(X (X)),NA,1
Nesett_Nialan award Distinguished_Loyalty_Crest Nesett_Nialan birthDate February_21_1888 Nesett_Nialan birthPlace Opmold Nesett_Nialan deathDate March_13_1901 Nesett_Nialan deathPlace Axlrise Nesett_Nialan nationality Aslinor ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Mirrispl governmentType Council_of_the_Planets Mirrispl populationDensity 1576.43 Mirrispl type Crisburh Mirrispl utcOffset Jizharu ,,(X (X) (X) (X) (X)),sibling,4
Hydris followedBy Spatial_Edge_Pictures Hydris genre Waveskank Hydris precededBy Oakost Hydris runtime 4035.20 ,,(X (X) (X) (X) (X)),sibling,4
Jewelled_Serenity broadcastedBy AdonisMotion Jewelled_Serenity director Tula_Nidello Jewelled_Serenity musicComposer Zannes_Sorem Jewelled_Serenity producer Tula_Nidello Jewelled_Serenity runtime 900.43 ,,(X (X) (X) (X) (X) (X)),sibling,5
Nonos_Quier citizenship Denloan ,,(X (X)),NA,1
Euler_Toven birthPlace Bergweiler Euler_Toven deathDate June_22_1987 Euler_Toven deathPlace Mirvos Euler_Toven deathPlace Astemal Mirvos ethnicGroup Huulam ,,(X (X) (X) (X) (X (X))),mixed,5
Reflections_of_Destiny director Dauton_Lasse Reflections_of_Destiny distributor Huerlead_Technologies Reflections_of_Destiny gross 2114.27 Reflections_of_Destiny runtime 2149.12 Reflections_of_Destiny starring Remol_Certran ,,(X (X) (X) (X) (X) (X)),sibling,5
Dreaming_Hills broadcastedBy Artistic_Endeavour_Films Artistic_Endeavour_Films formerName Wigbrumpy_Channel ,,(X (X (X))),chain,2
Neverending_Waves editing Makin_Grinyon Neverending_Waves producer Xander_Foyal Neverending_Waves writer Xander_Foyal ,,(X (X) (X) (X)),sibling,3
Lashend discovered December_15_1504 Lashend periapsis 2486.59 ,,(X (X) (X)),sibling,2
Blade_Runners broadcastedBy Kinseay_Solutions Kinseay_Solutions city Raemire Blade_Runners starring Elzer_Padon ,,(X (X) (X (X))),mixed,3
Soner_Onnawe almaMater Carthillian_University Soner_Onnawe knownFor Protonizing_Increment Soner_Onnawe residence Sellanco ,,(X (X) (X) (X)),sibling,3
Erron_Way cityServed Streakaway_Grand_Prix Erron_Way icaoLocationIdentifier Karcherson_Station ,,(X (X) (X)),sibling,2
Caro_Nemeo associatedBand/associatedMusicalArtist Xotwo Caro_Nemeo genre Frugront Caro_Nemeo instrument Spectromerang Caro_Nemeo origin Leverlin ,,(X (X) (X) (X) (X)),sibling,4
SeSimon_Ymve almaMater Heranesal_University SeSimon_Ymve birthDate April_13_2007 SeSimon_Ymve citizenship Myradon SeSimon_Ymve influencedBy Baba_Anate ,,(X (X) (X) (X) (X)),sibling,4
Geltasyl country Celoxia Celoxia populationDensity 653.74 Geltasyl timeZone UTC+10:13 Geltasyl timeZone Waterburst_Time ,,(X (X) (X) (X (X))),mixed,4
Farmer_Mesten birthPlace Yomhanth Farmer_Mesten deathPlace Yomhanth Farmer_Mesten spouse Payda_Ploce ,,(X (X) (X) (X)),sibling,3
Jawular artist Heancykles Jawular genre Nopyniate Jawular genre Mix_Drive Jawular producer Heancykles Jawular runtime 3772.56 ,,(X (X) (X) (X) (X) (X)),sibling,5
Agulius_Airfield elevationAboveTheSeaLevel 2399.94 Agulius_Airfield location Guarvero Agulius_Airfield operatingOrganisation Aztaland_Airspace Agulius_Airfield runwayLength 3938.98 Agulius_Airfield runwayName 15C/31B ,,(X (X) (X) (X) (X) (X)),sibling,5
Silverwood_College affiliation Kvrota_McKenzie_Academy Silverwood_College city Innolux_Education_Cluster Silverwood_College sportsOffered Floorkin ,,(X (X) (X) (X)),sibling,3
Citric_Cascade country Olynara Citric_Cascade course Cornerica Olynara currency Qiip Citric_Cascade ingredient Bramberries ,,(X (X) (X) (X (X))),mixed,4
Lutéce_University numberOfUndergraduateStudents 1013.72 ,,(X (X)),NA,1
White_Moose_SC champions Zarstall_Athletic White_Moose_SC country Riarrisa Exional_Athletic ground Radiant_Heights Exional_Athletic league White_Moose_SC Radiant_Heights location Torniras Exional_Athletic season 9526 ,,(X (X) (X (X)) (X (X) (X))),mixed,6
Makin_Grinyon birthDate July_7_1778 Makin_Grinyon nationality Kunkul Makin_Grinyon professionalField Biopyll ,,(X (X) (X) (X)),sibling,3
Arabon_Sanle birthPlace Wilsmuehlen Arabon_Sanle birthPlace Dojoli Arabon_Sanle deathPlace Lyvonir Arabon_Sanle nationality Lyvonir ,,(X (X) (X) (X) (X)),sibling,4
Château_Contre-Trait_University numberOfStudents 1221.26 ,,(X (X)),NA,1
Diathan_Sarnon mission Gamma_TF33 Diathan_Sarnon status Frontier_Glitch ,,(X (X) (X)),sibling,2
Tenzive_Security industry Kalorxociology Tenzive_Security industry Gloggling Tenzive_Security product Unequaled_Upheaval Tenzive_Security product Fentiz ,,(X (X) (X) (X) (X)),sibling,4
Clash_of_the_Ancients distributor GladsCommon_Bank Clash_of_the_Ancients gross 2361.76 Clash_of_the_Ancients starring Torin_Yosh ,,(X (X) (X) (X)),sibling,3
Aderon_Feenon birthDate May_19_1887 Aderon_Feenon club Solrin_F.C. Aderon_Feenon youthclub Solrin_F.C. ,,(X (X) (X) (X)),sibling,3
Valemark_Institute affiliation Argentar_Springfields Valemark_Institute city Helgor_Entertainment_Network_Cluster Valemark_Institute president Gataya ,,(X (X) (X) (X)),sibling,3
Neya address Rathgar_Street Neya architect Netom_Ecil Neya completionDate April_15_1936 Dotrena_Business_School country Averla Neya currentTenants Dotrena_Business_School ,,(X (X) (X) (X) (X (X))),mixed,5
Raeon_Parvas birthPlace Banpeis_County Shenzhou_Primacore cosparId Palmersfield_Place Banpeis_County isPartOf Estoliar Raeon_Parvas mission Shenzhou_Primacore ,,(X (X (X)) (X (X))),mixed,4
Ruantak leader Henes_Kimel Coozwarm recordedIn Neveyou Coozwarm recordedIn Ruantak ,,(X (X) (X (X))),mixed,3
Asibian absoluteMagnitude 1144.43 Asibian apoapsis 714.56 Asibian orbitalPeriod 3256.88 ,,(X (X) (X) (X)),sibling,3
