id,triples,data_unit,actual,shape,shape_type,local_size,size
83,"German_Chancellery_in_Berlin address 11_Diagonal_Street German_Chancellery_in_Berlin architect Caracalla German_Chancellery_in_Berlin architecturalStyle star_fort German_Chancellery_in_Berlin buildingStartDate ""1923-11-18"" German_Chancellery_in_Berlin currentTenants East_Carolina_University_College_of_Business German_Chancellery_in_Berlin location New_Hampshire German_Chancellery_in_Berlin owner Northern_Arizona_University  ","German_Chancellery_in_Berlin address 11_Diagonal_Street German_Chancellery_in_Berlin architect Caracalla German_Chancellery_in_Berlin architecturalStyle star_fort German_Chancellery_in_Berlin buildingStartDate ""1923-11-18"" German_Chancellery_in_Berlin currentTenants East_Carolina_University_College_of_Business German_Chancellery_in_Berlin location New_Hampshire German_Chancellery_in_Berlin owner Northern_Arizona_University ",,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
84,Aliens_vs_Avatars author Oscar_Fantenberg Aliens_vs_Avatars followedBy Leviticus Aliens_vs_Avatars literaryGenre secret_history Aliens_vs_Avatars publisher Hachette_Books  ,Aliens_vs_Avatars author Oscar_Fantenberg Aliens_vs_Avatars followedBy Leviticus Aliens_vs_Avatars literaryGenre secret_history Aliens_vs_Avatars publisher Hachette_Books ,,(X (X) (X) (X) (X)),sibling,1,4
85,The_Manchurian_Candidate director Linde_Lindström The_Manchurian_Candidate editing Maurice_Gourdault-Montagne The_Manchurian_Candidate musicComposer Hákon_Sigurðsson The_Manchurian_Candidate releaseDate 1726-01-01 The_Manchurian_Candidate runtime 173.46 The_Manchurian_Candidate writer Troian_Bellisario  ,The_Manchurian_Candidate director Linde_Lindström The_Manchurian_Candidate editing Maurice_Gourdault-Montagne The_Manchurian_Candidate musicComposer Hákon_Sigurðsson The_Manchurian_Candidate releaseDate 1726-01-01 The_Manchurian_Candidate runtime 173.46 The_Manchurian_Candidate writer Troian_Bellisario ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
86,The_Futureheads artist Mikhail_Bulgakov The_Futureheads followedBy LNG_ship_to_ship_transfer The_Futureheads precededBy Stakk_Attakk The_Futureheads producer Mikhail_Bulgakov The_Futureheads runtime 11.5 The_Futureheads type soundtrack_album  ,The_Futureheads artist Mikhail_Bulgakov The_Futureheads followedBy LNG_ship_to_ship_transfer The_Futureheads precededBy Stakk_Attakk The_Futureheads producer Mikhail_Bulgakov The_Futureheads runtime 11.5 The_Futureheads type soundtrack_album ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
87,Monument_of_Alexander_III category Contributing_property Monument_of_Alexander_III country France Monument_of_Alexander_III established 2000 Cheyenne_County hasToItsNorth Cumberland_County_Pennsylvania Monument_of_Alexander_III location Cheyenne_County  ,Monument_of_Alexander_III category Contributing_property Monument_of_Alexander_III country France Monument_of_Alexander_III established 2000 Cheyenne_County hasToItsNorth Cumberland_County_Pennsylvania Monument_of_Alexander_III location Cheyenne_County ,,(X (X) (X) (X) (X (X))),mixed,1,5
88,Oman_Professional_League champions Halesowen_Town_F.C. Oman_Professional_League country Israel Tetley_Walker_F.C. fullName Bridon_Ropes_F.C. Tetley_Walker_F.C. ground Stade_Vuillermet Tetley_Walker_F.C. league Oman_Professional_League Stade_Vuillermet location Ilhéus Tetley_Walker_F.C. season 1765  ,Oman_Professional_League champions Halesowen_Town_F.C. Oman_Professional_League country Israel Tetley_Walker_F.C. fullName Bridon_Ropes_F.C. Tetley_Walker_F.C. ground Stade_Vuillermet Tetley_Walker_F.C. league Oman_Professional_League Stade_Vuillermet location Ilhéus Tetley_Walker_F.C. season 1765 ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,1,7
89,Sardar_Vallabhbhai_Patel_International_Airport operatingOrganisation Juventus_FC Sardar_Vallabhbhai_Patel_International_Airport runwayLength 17000  ,Sardar_Vallabhbhai_Patel_International_Airport operatingOrganisation Juventus_FC Sardar_Vallabhbhai_Patel_International_Airport runwayLength 17000 ,,(X (X) (X)),sibling,1,2
90,Pellworm leaderTitle Pupienus Pellworm populationDensity 12 Pellworm populationMetro 58.41 Pellworm timeZone UTC−03:00  ,Pellworm leaderTitle Pupienus Pellworm populationDensity 12 Pellworm populationMetro 58.41 Pellworm timeZone UTC−03:00 ,,(X (X) (X) (X) (X)),sibling,1,4
91,Guadeloupe followedBy Americana Guadeloupe genre gaita_zuliana Guadeloupe producer Imagination Guadeloupe releaseDate 1989-02-24  ,Guadeloupe followedBy Americana Guadeloupe genre gaita_zuliana Guadeloupe producer Imagination Guadeloupe releaseDate 1989-02-24 ,,(X (X) (X) (X) (X)),sibling,1,4
92,State_Council_Building address 200_Public_Square State_Council_Building architect Victor_Hugo State_Council_Building currentTenants DuBois_Business_College State_Council_Building owner University_of_Bonn  ,State_Council_Building address 200_Public_Square State_Council_Building architect Victor_Hugo State_Council_Building currentTenants DuBois_Business_College State_Council_Building owner University_of_Bonn ,,(X (X) (X) (X) (X)),sibling,1,4
93,Steve_Mandanda birthDate 1994-06-14 Steve_Mandanda influencedBy Hongxi_Emperor  ,Steve_Mandanda birthDate 1994-06-14 Steve_Mandanda influencedBy Hongxi_Emperor ,,(X (X) (X)),sibling,1,2
94,"Mont_Verdun_Air_Base operatingOrganisation Aviation_and_Air_Defence_Command_of_the_Defence_Forces_of_Georgia Mont_Verdun_Air_Base runwayName ""14R/32L""  ","Mont_Verdun_Air_Base operatingOrganisation Aviation_and_Air_Defence_Command_of_the_Defence_Forces_of_Georgia Mont_Verdun_Air_Base runwayName ""14R/32L"" ",,(X (X) (X)),sibling,1,2
95,concerto musicSubgenre anthem  ,concerto musicSubgenre anthem ,,(X (X)),,1,1
96,Holocaust_Memorial_of_the_Greater_Miami_Jewish_Federation country Philippines Holocaust_Memorial_of_the_Greater_Miami_Jewish_Federation established 2000  ,Holocaust_Memorial_of_the_Greater_Miami_Jewish_Federation country Philippines Holocaust_Memorial_of_the_Greater_Miami_Jewish_Federation established 2000 ,,(X (X) (X)),sibling,1,2
97,"Iraqi_Premier_League country ""United_States"" Lincoln_United_F.C. league Iraqi_Premier_League Lincoln_United_F.C. nickname ""B.M._Reddy""  ","Iraqi_Premier_League country ""United_States"" Lincoln_United_F.C. league Iraqi_Premier_League Lincoln_United_F.C. nickname ""B.M._Reddy"" ",,(X (X) (X (X))),mixed,1,3
98,The_Black_Windmill followedBy Odyssey The_Black_Windmill literaryGenre alternate_history The_Black_Windmill publisher Ammann_Verlag  ,The_Black_Windmill followedBy Odyssey The_Black_Windmill literaryGenre alternate_history The_Black_Windmill publisher Ammann_Verlag ,,(X (X) (X) (X)),sibling,1,3
99,"Chris_Rock birthDate ""1986-04-15"" Chris_Rock birthPlace New_Jersey Chris_Rock deathDate 1726-01-01 Chris_Rock deathPlace New_Hampshire Chris_Rock nationality Mexico  ","Chris_Rock birthDate ""1986-04-15"" Chris_Rock birthPlace New_Jersey Chris_Rock deathDate 1726-01-01 Chris_Rock deathPlace New_Hampshire Chris_Rock nationality Mexico ",,(X (X) (X) (X) (X) (X)),sibling,1,5
100,Top_Secret director Annelise_Coberger Top_Secret director Adolf_Hitler Top_Secret imdbId 98.0 Top_Secret writer Adolf_Hitler  ,Top_Secret director Annelise_Coberger Top_Secret director Adolf_Hitler Top_Secret imdbId 98.0 Top_Secret writer Adolf_Hitler ,,(X (X) (X) (X) (X)),sibling,1,4
101,El_Salvador areaTotal 35.1  ,El_Salvador areaTotal 35.1 ,,(X (X)),,1,1
102,First_Epistle_to_the_Corinthians publisher Media_Factory  ,First_Epistle_to_the_Corinthians publisher Media_Factory ,,(X (X)),,1,1
103,England areaTotal 1604.0 England leader Elisa_Uga Jacques_Brel nationality Duchy_of_Guelders Jacques_Brel residence England  ,England areaTotal 1604.0 England leader Elisa_Uga Jacques_Brel nationality Duchy_of_Guelders Jacques_Brel residence England ,,(X (X) (X (X) (X))),mixed,1,4
104,Klavdiya_Tochonova almaMater United_States_Army_War_College Klavdiya_Tochonova birthDate 1954-07-29 Klavdiya_Tochonova birthPlace Connecticut Klavdiya_Tochonova deathPlace Virginia  ,Klavdiya_Tochonova almaMater United_States_Army_War_College Klavdiya_Tochonova birthDate 1954-07-29 Klavdiya_Tochonova birthPlace Connecticut Klavdiya_Tochonova deathPlace Virginia ,,(X (X) (X) (X) (X)),sibling,1,4
105,Kjetil_André_Aamodt birthPlace New_Jersey Kjetil_André_Aamodt dateOfRetirement 2001-10-16 Kjetil_André_Aamodt deathPlace Michigan  ,Kjetil_André_Aamodt birthPlace New_Jersey Kjetil_André_Aamodt dateOfRetirement 2001-10-16 Kjetil_André_Aamodt deathPlace Michigan ,,(X (X) (X) (X)),sibling,1,3
106,"Mexico areaTotal 83.0 The_Video_Collection:_1997–2003 recordedIn Bibb_County The_Video_Collection:_1997–2003 recordedIn Mexico Bibb_County utcOffset ""''Alvinegro""  ","Mexico areaTotal 83.0 The_Video_Collection:_1997–2003 recordedIn Bibb_County The_Video_Collection:_1997–2003 recordedIn Mexico Bibb_County utcOffset ""''Alvinegro"" ",,(X (X (X)) (X (X))),mixed,1,4
107,Onegin director Kaley_Cuoco Onegin director Sara_Gomer Onegin distributor Stacy_Katzman Onegin imdbId 1095.0  ,Onegin director Kaley_Cuoco Onegin director Sara_Gomer Onegin distributor Stacy_Katzman Onegin imdbId 1095.0 ,,(X (X) (X) (X) (X)),sibling,1,4
108,Aeroflot numberOfEmployees 230.05  ,Aeroflot numberOfEmployees 230.05 ,,(X (X)),,1,1
109,Home_Market industry Pharmaceuticals Home_Market location United_States  ,Home_Market industry Pharmaceuticals Home_Market location United_States ,,(X (X) (X)),sibling,1,2
110,"Warren_Weir birthDate ""30_March_2007"" Warren_Weir birthPlace Sutton_Athletic_F.C. Warren_Weir birthPlace Emirate_of_Granada Warren_Weir deathDate 2009-06-01 Warren_Weir professionalField Russkii_gidrobiologicheskii_zhurnal  ","Warren_Weir birthDate ""30_March_2007"" Warren_Weir birthPlace Sutton_Athletic_F.C. Warren_Weir birthPlace Emirate_of_Granada Warren_Weir deathDate 2009-06-01 Warren_Weir professionalField Russkii_gidrobiologicheskii_zhurnal ",,(X (X) (X) (X) (X) (X)),sibling,1,5
111,LADA_Priora manufacturer Greenland LADA_Priora productionEndYear 2039 LADA_Priora productionStartYear 2039  ,LADA_Priora manufacturer Greenland LADA_Priora productionEndYear 2039 LADA_Priora productionStartYear 2039 ,,(X (X) (X) (X)),sibling,1,3
112,Castel_Film_Romania followedBy Jackson_5_Christmas_Album Mermaid_(Train_song) followedBy Castel_Film_Romania Mermaid_(Train_song) genre alternative_hip_hop Castel_Film_Romania genre ska  ,Castel_Film_Romania followedBy Jackson_5_Christmas_Album Mermaid_(Train_song) followedBy Castel_Film_Romania Mermaid_(Train_song) genre alternative_hip_hop Castel_Film_Romania genre ska ,,(X (X) (X (X) (X))),mixed,1,4
113,Barisal_Government_Women’s_College affiliation Medical_University_of_Łódź Barisal_Government_Women’s_College campus School_of_Applied_Arts_in_Stuttgart Automóvel_Club_de_Portugal location Seoul Barisal_Government_Women’s_College president John_F._Kennedy Barisal_Government_Women’s_College wasGivenTheTechnicalCampusStatusBy Automóvel_Club_de_Portugal  ,Barisal_Government_Women’s_College affiliation Medical_University_of_Łódź Barisal_Government_Women’s_College campus School_of_Applied_Arts_in_Stuttgart Automóvel_Club_de_Portugal location Seoul Barisal_Government_Women’s_College president John_F._Kennedy Barisal_Government_Women’s_College wasGivenTheTechnicalCampusStatusBy Automóvel_Club_de_Portugal ,,(X (X) (X) (X) (X (X))),mixed,1,5
114,"Mermaid_(Train_song) followedBy neue_deutsche_Filmgesellschaft neue_deutsche_Filmgesellschaft followedBy A_Momentary_Lapse_of_Reason Mermaid_(Train_song) precededBy ""Dr._G._P._Prabhukumar""  ","Mermaid_(Train_song) followedBy neue_deutsche_Filmgesellschaft neue_deutsche_Filmgesellschaft followedBy A_Momentary_Lapse_of_Reason Mermaid_(Train_song) precededBy ""Dr._G._P._Prabhukumar"" ",,(X (X) (X (X))),mixed,1,3
115,"Bionico country ""State_of_Israel"" Bionico region Apango  ","Bionico country ""State_of_Israel"" Bionico region Apango ",,(X (X) (X)),sibling,1,2
116,Direction_des_Services_de_la_navigation_aérienne city Guadalaviar Dera_Ghazi_Khan_International_Airport elevationAboveTheSeaLevel 12 Dera_Ghazi_Khan_International_Airport operatingOrganisation Direction_des_Services_de_la_navigation_aérienne Dera_Ghazi_Khan_International_Airport runwayLength 27400  ,Direction_des_Services_de_la_navigation_aérienne city Guadalaviar Dera_Ghazi_Khan_International_Airport elevationAboveTheSeaLevel 12 Dera_Ghazi_Khan_International_Airport operatingOrganisation Direction_des_Services_de_la_navigation_aérienne Dera_Ghazi_Khan_International_Airport runwayLength 27400 ,,(X (X) (X) (X (X))),mixed,1,4
117,7981_Katieoakman absoluteMagnitude 1249.6 7981_Katieoakman apoapsis 70.308 7981_Katieoakman discovered 1942-01-01 7981_Katieoakman periapsis 2000000.0  ,7981_Katieoakman absoluteMagnitude 1249.6 7981_Katieoakman apoapsis 70.308 7981_Katieoakman discovered 1942-01-01 7981_Katieoakman periapsis 2000000.0 ,,(X (X) (X) (X) (X)),sibling,1,4
118,AF-borgen completionDate 1953-01-01 AF-borgen location New_Jersey  ,AF-borgen completionDate 1953-01-01 AF-borgen location New_Jersey ,,(X (X) (X)),sibling,1,2
119,"Palazzo_Priuli_Manfrin address 200_Public_Square Palazzo_Priuli_Manfrin architect Hadrian Palazzo_Priuli_Manfrin buildingStartDate ""1923-11-18"" Palazzo_Priuli_Manfrin currentTenants Harvard_Business_School Palazzo_Priuli_Manfrin location Massachusetts Palazzo_Priuli_Manfrin owner East_Carolina_University  ","Palazzo_Priuli_Manfrin address 200_Public_Square Palazzo_Priuli_Manfrin architect Hadrian Palazzo_Priuli_Manfrin buildingStartDate ""1923-11-18"" Palazzo_Priuli_Manfrin currentTenants Harvard_Business_School Palazzo_Priuli_Manfrin location Massachusetts Palazzo_Priuli_Manfrin owner East_Carolina_University ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
120,Jalisco leader Valérie_Barlois-Mevel-Leroux  ,Jalisco leader Valérie_Barlois-Mevel-Leroux ,,(X (X)),,1,1
121,Pavel_Šporcl birthDate 1726-01-01 Pavel_Šporcl training School_of_Applied_Arts_in_Stuttgart  ,Pavel_Šporcl birthDate 1726-01-01 Pavel_Šporcl training School_of_Applied_Arts_in_Stuttgart ,,(X (X) (X)),sibling,1,2
122,Yann_M'Vila birthDate 1942-01-01 Yann_M'Vila citizenship People's_Republic_of_China Yann_M'Vila influencedBy Oscar_Luigi_Scalfaro Yann_M'Vila professionalField Mathematical_optimization  ,Yann_M'Vila birthDate 1942-01-01 Yann_M'Vila citizenship People's_Republic_of_China Yann_M'Vila influencedBy Oscar_Luigi_Scalfaro Yann_M'Vila professionalField Mathematical_optimization ,,(X (X) (X) (X) (X)),sibling,1,4
123,Marforio category Contributing_property Marforio country Philippines Marforio established 2000 Eagle_County hasToItsSoutheast Carroll_County_Maryland Eagle_County hasToItsWest Franklin_County_Pennsylvania Marforio location Eagle_County Marforio municipality Cressona  ,Marforio category Contributing_property Marforio country Philippines Marforio established 2000 Eagle_County hasToItsSoutheast Carroll_County_Maryland Eagle_County hasToItsWest Franklin_County_Pennsylvania Marforio location Eagle_County Marforio municipality Cressona ,,(X (X) (X) (X) (X) (X (X) (X))),mixed,1,7
124,Germán_Riesco birthDate 1953-01-01  ,Germán_Riesco birthDate 1953-01-01 ,,(X (X)),,1,1
125,Guy_Teissier associatedBand/associatedMusicalArtist 02:51 Guy_Teissier instrument Electric_guitar  ,Guy_Teissier associatedBand/associatedMusicalArtist 02:51 Guy_Teissier instrument Electric_guitar ,,(X (X) (X)),sibling,1,2
126,Ace_of_Base runtime 94.0  ,Ace_of_Base runtime 94.0 ,,(X (X)),,1,1
127,Glasgow_Prestwick_Airport cityServed Sonoma_Raceway Glasgow_Prestwick_Airport elevationAboveTheSeaLevel 610.0 Glasgow_Prestwick_Airport icaoLocationIdentifier Warnervale_Airport Glasgow_Prestwick_Airport location Ballela  ,Glasgow_Prestwick_Airport cityServed Sonoma_Raceway Glasgow_Prestwick_Airport elevationAboveTheSeaLevel 610.0 Glasgow_Prestwick_Airport icaoLocationIdentifier Warnervale_Airport Glasgow_Prestwick_Airport location Ballela ,,(X (X) (X) (X) (X)),sibling,1,4
128,Mermaid_(Train_song) writer Adam_Muraszko  ,Mermaid_(Train_song) writer Adam_Muraszko ,,(X (X)),,1,1
129,Pellworm governmentType dual_mandate Pellworm leader Louis_Pasteur Pellworm populationDensity 16800 Pellworm timeZone UTC−04:00 Pellworm timeZone Northwest_Time_Zone  ,Pellworm governmentType dual_mandate Pellworm leader Louis_Pasteur Pellworm populationDensity 16800 Pellworm timeZone UTC−04:00 Pellworm timeZone Northwest_Time_Zone ,,(X (X) (X) (X) (X) (X)),sibling,1,5
130,"Skeyes city Castrojeriz Manchester_Airport elevationAboveTheSeaLevel 1604.0 Manchester_Airport location Tarifa Manchester_Airport operatingOrganisation Skeyes Manchester_Airport runwayName ""09L/27R""  ","Skeyes city Castrojeriz Manchester_Airport elevationAboveTheSeaLevel 1604.0 Manchester_Airport location Tarifa Manchester_Airport operatingOrganisation Skeyes Manchester_Airport runwayName ""09L/27R"" ",,(X (X) (X) (X) (X (X))),mixed,1,5
131,Loire-Atlantique artist Gatas_Parlament Loire-Atlantique followedBy XX_–_Two_Decades_of_Love_Metal  ,Loire-Atlantique artist Gatas_Parlament Loire-Atlantique followedBy XX_–_Two_Decades_of_Love_Metal ,,(X (X) (X)),sibling,1,2
132,RENFE_318-001 buildDate Alliance_Films_Corporation RENFE_318-001 builder TogliattiAzot RENFE_318-001 cylinderCount 230.05 RENFE_318-001 length 185.0_(centimetres)  ,RENFE_318-001 buildDate Alliance_Films_Corporation RENFE_318-001 builder TogliattiAzot RENFE_318-001 cylinderCount 230.05 RENFE_318-001 length 185.0_(centimetres) ,,(X (X) (X) (X) (X)),sibling,1,4
133,Caparezza deathPlace Leningrad_USSR Leningrad_USSR foundingDate 2012-12-27 Leningrad_USSR leaderTitle United_States_Secretary_of_State  ,Caparezza deathPlace Leningrad_USSR Leningrad_USSR foundingDate 2012-12-27 Leningrad_USSR leaderTitle United_States_Secretary_of_State ,,(X (X (X) (X))),mixed,1,3
134,"Daewoo_Motor_Sales foundingDate ""1923-11-18"" Daewoo_Motor_Sales industry Pharmaceuticals Daewoo_Motor_Sales keyPerson White_House_Chief_Floral_Designer Daewoo_Motor_Sales location ""Republic_of_Turkey"" Daewoo_Motor_Sales netIncome 0711905 Daewoo_Motor_Sales product dopant  ","Daewoo_Motor_Sales foundingDate ""1923-11-18"" Daewoo_Motor_Sales industry Pharmaceuticals Daewoo_Motor_Sales keyPerson White_House_Chief_Floral_Designer Daewoo_Motor_Sales location ""Republic_of_Turkey"" Daewoo_Motor_Sales netIncome 0711905 Daewoo_Motor_Sales product dopant ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
135,Jalisco areaTotal 2900 Jalisco country United_States Fuerte_Esperanza isPartOf Jalisco Fuerte_Esperanza populationDensity 94.0  ,Jalisco areaTotal 2900 Jalisco country United_States Fuerte_Esperanza isPartOf Jalisco Fuerte_Esperanza populationDensity 94.0 ,,(X (X) (X (X) (X))),mixed,1,4
136,Bruce_Matthews foundingDate 1944-07-28 Bruce_Matthews industry paper Bruce_Matthews numberOfEmployees 106000 Bruce_Matthews product kinematic_chain  ,Bruce_Matthews foundingDate 1944-07-28 Bruce_Matthews industry paper Bruce_Matthews numberOfEmployees 106000 Bruce_Matthews product kinematic_chain ,,(X (X) (X) (X) (X)),sibling,1,4
